Gene,Essential CEG
SPBC3H7.09,Non-essential
SPAC1D4.05c,Non-essential
SPAC26H5.11,Non-essential
SPAC56E4.06c,Non-essential
SPCC1393.13,Non-essential
SPCC1795.12c,Non-essential
SPAC513.07,Non-essential
SPAC22G7.03,Non-essential
SPBC947.03c,Non-essential
SPAC3C7.11c,Essential
SPAPB1A10.07c,Non-essential
SPCC13B11.04c,Non-essential
SPBC27B12.03c,Non-essential
SPCC965.09,Non-essential
SPBC12C2.05c,Non-essential
SPAC17G6.02c,Non-essential
SPAC13G6.03,Non-essential
SPAC27E2.11c,Non-essential
SPAC31A2.10,Non-essential
SPAC227.01c,Non-essential
SPAC589.08c,Non-essential
SPAC19G12.10c,Non-essential
SPCC962.05,Non-essential
SPAC1834.10c,Non-essential
SPCC550.04c,Essential
SPBC26H8.02c,Essential
SPBC1271.11,Non-essential
SPCC550.09,Non-essential
SPBC3E7.15c,Non-essential
SPCC11E10.03,Non-essential
SPAC922.03,Non-essential
SPAC1952.16,Non-essential
SPAC1687.18c,Essential
SPAC637.13c,Non-essential
SPAC22F8.05,Non-essential
SPBC2G2.17c,Non-essential
SPAC2E12.03c,Non-essential
SPAC11D3.07c,Non-essential
SPAC26A3.01,Non-essential
SPAC6F12.04,Non-essential
SPAC139.05,Non-essential
SPBC14F5.02,Essential
SPAC977.15,Non-essential
SPAC30C2.07,Non-essential
SPCC320.05,Non-essential
SPBC25B2.07c,Non-essential
SPAC14C4.08,Non-essential
SPAC186.09,Non-essential
SPAC11E3.03,Non-essential
SPAC3C7.02c,Non-essential
SPBC365.07c,Non-essential
SPAC25H1.04,Non-essential
SPBPJ4664.02,Non-essential
SPBC13G1.05,Essential
SPAC13G7.07,Non-essential
SPAC8F11.08c,Non-essential
SPBC776.16,Non-essential
SPBC27B12.05,Non-essential
SPBC32F12.12c,Non-essential
SPAC4F8.10c,Non-essential
SPAC3A11.02,Non-essential
SPAC9G1.08c,Non-essential
SPCC1620.03,Non-essential
SPBC17G9.12c,Non-essential
SPBC19G7.02,Non-essential
SPAC24C9.13c,Essential
SPAPB2B4.06,Non-essential
SPAP7G5.06,Non-essential
SPCC18.01c,Non-essential
SPCC162.12,Non-essential
SPAC6G9.01c,Non-essential
SPBC24C6.09c,Non-essential
SPBC4F6.16c,Non-essential
SPBC1348.09,Non-essential
SPCC663.08c,Non-essential
SPAP27G11.08c,Non-essential
SPBC530.15c,Non-essential
SPAC11D3.18c,Non-essential
SPAC1687.07,Non-essential
SPCC1919.07,Non-essential
SPCC1739.08c,Non-essential
SPAC19G12.13c,Non-essential
SPAC4A8.10,Non-essential
SPAC3F10.06c,Non-essential
SPBC725.03,Non-essential
SPBC2D10.05,Non-essential
SPAC823.11,Essential
SPAPB1A10.10c,Non-essential
SPBPB10D8.07c,Non-essential
SPBC1289.13c,Non-essential
SPAC23A1.18c,Essential
SPBC15D4.07c,Non-essential
SPCC417.09c,Non-essential
SPBC1711.14,Non-essential
SPBC16G5.13,Non-essential
SPAC57A10.07,Non-essential
SPBC8E4.04,Non-essential
SPBC4.01,Non-essential
SPBC28E12.04,Non-essential
SPAC977.10,Non-essential
SPAC1687.09,Non-essential
SPBC14F5.10c,Non-essential
SPAC6G9.13c,Non-essential
SPBC32C12.02,Non-essential
SPAC4G9.12,Non-essential
SPBPJ4664.05,Non-essential
SPBC1652.01,Non-essential
SPAC6G10.06,Non-essential
SPAC1565.01,Non-essential
SPCC1442.05c,Non-essential
SPAC13G7.13c,Non-essential
SPAC22H10.09,Non-essential
SPAC3A11.11c,Non-essential
SPAC1142.03c,Non-essential
SPAC4G8.03c,Non-essential
SPCC569.01c,Non-essential
SPAC869.05c,Non-essential
SPACUNK4.08,Non-essential
SPAC977.11,Non-essential
SPAC22H10.13,Non-essential
SPCC1223.09,Non-essential
SPAC57A10.14,Non-essential
SPBC15C4.06c,Non-essential
SPBPB10D8.04c,Non-essential
SPAC22H10.07,Non-essential
SPCC70.08c,Non-essential
SPBC13G1.07,Essential
SPAC22A12.13,Essential
SPBC17D1.07c,Non-essential
SPBP23A10.02,Non-essential
SPBC17D11.08,Non-essential
SPAPB24D3.08c,Non-essential
SPAC24C9.07c,Non-essential
SPCC777.12c,Non-essential
SPAC323.03c,Non-essential
SPAC29B12.10c,Non-essential
SPAC3H1.14,Non-essential
SPAC4F10.07c,Non-essential
SPAC22H10.10,Essential
SPBC28E12.06c,Non-essential
SPAC11D3.10,Non-essential
SPBC1683.06c,Non-essential
SPCP31B10.02,Non-essential
SPAPB8E5.03,Non-essential
SPCC1281.07c,Non-essential
SPBC21B10.04c,Non-essential
SPBC31F10.17c,Non-essential
SPCC4F11.04c,Non-essential
SPCC18B5.05c,Non-essential
SPBC1198.06c,Non-essential
SPAC1039.10,Non-essential
SPAC23A1.17,Non-essential
SPAC1F5.03c,Non-essential
SPAPJ691.02,Non-essential
SPAC513.04,Non-essential
SPBC543.08,Non-essential
SPCC1906.03,Non-essential
SPAC25B8.10,Non-essential
SPAC23G3.05c,Non-essential
SPAC22E12.06c,Non-essential
SPAC1F7.10,Non-essential
SPBC32H8.02c,Non-essential
SPAC9.10,Non-essential
SPAC3H8.08c,Non-essential
SPBC4F6.12,Non-essential
SPAC19E9.03,Non-essential
SPAC5H10.13c,Non-essential
SPAC1399.03,Non-essential
SPAC23H3.14,Non-essential
SPCC1442.07c,Non-essential
SPAC16E8.02,Essential
SPAC589.02c,Non-essential
SPAC6F6.04c,Non-essential
SPBC3D6.02,Non-essential
SPAC20G4.05c,Non-essential
SPAC3H1.13,Non-essential
SPAC1399.02,Non-essential
SPAC1006.03c,Non-essential
SPBC14C8.16c,Essential
SPAC24C9.08,Non-essential
SPAC19G12.08,Non-essential
SPBC1683.01,Non-essential
SPBC342.03,Non-essential
SPCC70.04c,Non-essential
SPAC186.05c,Non-essential
SPBC1711.02,Non-essential
SPCC794.15,Non-essential
SPAC3A11.09,Non-essential
SPAC56F8.06c,Non-essential
SPBC16D10.05,Non-essential
SPCC417.12,Non-essential
SPAC11E3.13c,Non-essential
SPCC1235.14,Non-essential
SPAC16A10.03c,Non-essential
SPAC3A12.06c,Non-essential
SPAC12B10.10,Non-essential
SPCC63.04,Non-essential
SPAC25B8.04c,Non-essential
SPCC70.02c,Non-essential
SPBC800.11,Non-essential
SPAC5H10.12c,Non-essential
SPCC1393.10,Non-essential
SPAC11E3.14,Non-essential
SPBC27.04,Non-essential
SPAC23G3.03,Non-essential
SPBC8E4.03,Non-essential
SPBC21C3.11,Non-essential
SPAC3C7.04,Non-essential
SPBC1198.03c,Non-essential
SPCC1753.02c,Non-essential
SPBC1683.07,Non-essential
SPAPB8E5.04c,Non-essential
SPACUNK4.16c,Non-essential
SPAC4H3.08,Essential
SPBC776.05,Non-essential
SPAC24H6.11c,Non-essential
SPBC1198.07c,Non-essential
SPAC12G12.09,Non-essential
SPAC25H1.09,Non-essential
SPAC17A5.09c,Non-essential
SPAC1002.12c,Non-essential
SPBC557.04,Non-essential
SPCC736.04c,Non-essential
SPBP8B7.13,Non-essential
SPAC4C5.03,Non-essential
SPAC1039.11c,Non-essential
SPBP23A10.14c,Non-essential
SPCC594.02c,Non-essential
SPCC970.02,Non-essential
SPBC18E5.13,Non-essential
SPBC2G2.09c,Non-essential
SPAC11D3.15,Non-essential
SPAC630.08c,Essential
SPCC191.01,Non-essential
SPBPJ4664.03,Non-essential
SPCC1753.03c,Non-essential
SPBC947.06c,Non-essential
SPBC359.04c,Non-essential
SPBC649.04,Non-essential
SPBC18E5.01,Non-essential
SPAC24H6.13,Non-essential
SPAC12G12.07c,Non-essential
SPBC21B10.06c,Non-essential
SPAC30D11.01c,Non-essential
SPBC215.11c,Non-essential
SPAC977.14c,Non-essential
SPBC1347.03,Non-essential
SPCC1259.05c,Non-essential
SPCC18.15,Non-essential
SPCC1442.11c,Non-essential
SPBPB10D8.01,Non-essential
SPAC5H10.05c,Non-essential
SPAC24C9.16c,Non-essential
SPAC7D4.15c,Essential
SPAP32A8.02,Non-essential
SPCC1795.02c,Non-essential
SPCC61.01c,Essential
SPAC6B12.16,Non-essential
SPBC36B7.06c,Non-essential
SPAC1687.02,Essential
SPBC3H7.02,Non-essential
SPBC1D7.03,Non-essential
SPAC11H11.05c,Non-essential
SPAC806.04c,Non-essential
SPBC1604.16c,Non-essential
SPBC8D2.17,Non-essential
SPBC1683.09c,Non-essential
SPBC16E9.08,Non-essential
SPBC21B10.08c,Non-essential
SPCC1442.17c,Non-essential
SPAC977.08,Non-essential
SPBP19A11.02c,Non-essential
SPAP7G5.03,Non-essential
SPBC13E7.06,Non-essential
SPAC11D3.02c,Non-essential
SPAPB8E5.10,Non-essential
SPBC609.04,Non-essential
SPAC607.06c,Non-essential
SPAC23A1.05,Essential
SPBC2F12.15c,Non-essential
SPBPB2B2.15,Non-essential
SPBC691.05c,Non-essential
SPBC685.05,Essential
SPAC1002.13c,Essential
SPBC660.05,Non-essential
SPAC644.13c,Non-essential
SPAC23H4.02,Non-essential
SPAC21E11.04,Non-essential
SPBC12C2.01c,Non-essential
SPBC359.01,Non-essential
SPBPB10D8.05c,Non-essential
SPAC1782.12c,Non-essential
SPBC1539.07c,Non-essential
SPBC23G7.08c,Non-essential
SPBPB2B2.05,Non-essential
SPAC17A2.07c,Non-essential
SPAC29B12.14c,Non-essential
SPAC25B8.13c,Non-essential
SPBC359.03c,Non-essential
SPBC1271.09,Non-essential
SPBC21B10.12,Non-essential
SPAC4G8.12c,Essential
SPCC794.08,Non-essential
SPAC1952.08c,Non-essential
SPBC16C6.04,Non-essential
SPBC16A3.10,Non-essential
SPCC1494.08c,Non-essential
SPBC21C3.06,Non-essential
SPBC354.13,Non-essential
SPAC29A4.13,Non-essential
SPAC637.06,Non-essential
SPBPB8B6.04c,Non-essential
SPBC3H7.12,Non-essential
SPBC31E1.01c,Non-essential
SPBC21B10.07,Non-essential
SPAC1952.11c,Non-essential
SPCC1020.01c,Non-essential
SPCC1259.02c,Non-essential
SPAC22F8.11,Non-essential
SPBC1604.11,Non-essential
SPAC1527.01,Non-essential
SPBC1703.09,Non-essential
SPBC1683.08,Non-essential
SPAC5D6.07c,Non-essential
SPAC186.06,Non-essential
SPBC36.01c,Non-essential
SPCC1235.13,Non-essential
SPAC30D11.11,Non-essential
SPBC1289.04c,Essential
SPAC13G7.10,Essential
SPAC7D4.13c,Non-essential
SPBC1683.13c,Non-essential
SPCC1322.02,Non-essential
SPAC1556.06,Non-essential
SPAC1A6.04c,Non-essential
SPCC553.12c,Non-essential
SPBC1685.16,Essential
SPAC27E2.07,Non-essential
SPAC22H12.01c,Non-essential
SPCC594.04c,Non-essential
SPBC1198.01,Non-essential
SPCC548.06c,Non-essential
SPBC4F6.09,Non-essential
SPAPB17E12.08,Non-essential
SPCC965.06,Non-essential
SPAC1002.17c,Non-essential
SPCC576.01c,Non-essential
SPBC31F10.03,Non-essential
SPBC19G7.14c,Essential
SPAC23D3.10c,Non-essential
SPCC1682.11c,Non-essential
SPCC794.06,Non-essential
SPAC6G9.16c,Non-essential
SPCC1235.07,Essential
SPAC23H3.12c,Non-essential
SPBC215.04,Non-essential
SPAC17G6.03,Non-essential
SPAC869.03c,Non-essential
SPBC21H7.03c,Non-essential
SPAC11H11.01,Non-essential
SPAC12G12.12,Non-essential
SPCC330.04c,Essential
SPAC30D11.14c,Non-essential
SPAC521.04c,Non-essential
SPBC3H7.14,Non-essential
SPCC584.13,Non-essential
SPCC965.11c,Non-essential
SPAC17G6.13,Non-essential
SPCC663.09c,Non-essential
SPAPB24D3.10c,Non-essential
SPAC1071.03c,Non-essential
SPAC1F12.04c,Non-essential
SPAC23D3.12,Non-essential
SPAC1399.05c,Non-essential
SPAC458.04c,Non-essential
SPAC5D6.02c,Non-essential
SPCC1795.10c,Non-essential
SPBC1734.07c,Non-essential
SPAC13G7.09c,Non-essential
SPAC1952.15c,Non-essential
SPBC354.05c,Non-essential
SPBC428.07,Non-essential
SPAPB1A11.04c,Non-essential
SPBPB2B2.01,Non-essential
SPBC16E9.07,Non-essential
SPBC1709.12,Non-essential
SPAC3C7.09,Non-essential
SPAC1783.03,Essential
SPAC7D4.04,Non-essential
SPAC3A11.10c,Non-essential
SPAC977.16c,Non-essential
SPAC9E9.11,Non-essential
SPBC3B8.07c,Non-essential
SPAC1F8.05,Non-essential
SPAC2C4.17c,Non-essential
SPBC30D10.14,Non-essential
SPAC1F5.08c,Non-essential
SPBC17F3.02,Essential
SPCC11E10.09c,Non-essential
SPAC1296.04,Non-essential
SPAP27G11.02,Non-essential
SPBC1773.08c,Non-essential
SPAC2F3.07c,Non-essential
SPAC13F5.03c,Non-essential
SPAC4D7.11,Non-essential
SPAC2C4.10c,Non-essential
SPBC146.10,Non-essential
SPCC16C4.02c,Essential
SPCC63.02c,Non-essential
SPBC21D10.08c,Non-essential
SPAC24H6.08,Non-essential
SPAC1002.01,Non-essential
SPCC1620.07c,Non-essential
SPCC4B3.10c,Non-essential
SPCC1393.02c,Non-essential
SPBC713.07c,Non-essential
SPBC119.09c,Essential
SPAC9.08c,Non-essential
SPAPB17E12.12c,Non-essential
SPBC1348.01,Non-essential
SPBC19C2.09,Non-essential
SPBC1348.08c,Non-essential
SPAC25G10.01,Non-essential
SPBC11B10.08,Non-essential
SPAC13G7.11,Non-essential
SPCP1E11.04c,Non-essential
SPBC21.02,Non-essential
SPBC31F10.05,Non-essential
SPAC1F8.01,Non-essential
SPBC1348.06c,Essential
SPBC21C3.20c,Non-essential
SPAC17A5.18c,Non-essential
SPBC83.10,Non-essential
SPCPB1C11.02,Non-essential
SPAC15E1.02c,Non-essential
SPAC1952.10c,Non-essential
SPBC56F2.03,Non-essential
SPBC8D2.11,Non-essential
SPAC3F10.13,Non-essential
SPCC576.15c,Essential
SPAC630.09c,Non-essential
SPCC70.10,Non-essential
SPBPB2B2.14c,Non-essential
SPBC11C11.05,Essential
SPAC17G8.12,Essential
SPBC25B2.08,Non-essential
SPAC22H12.05c,Non-essential
SPAC26F1.08c,Non-essential
SPAC19A8.05c,Non-essential
SPAPB2B4.04c,Non-essential
SPBPB2B2.19c,Non-essential
SPAC630.05,Non-essential
SPAC22E12.08,Essential
SPAC3C7.10,Non-essential
SPAC1002.19,Non-essential
SPAC11D3.03c,Non-essential
SPBC29A3.21,Non-essential
SPAC6B12.06c,Non-essential
SPBC1683.05,Non-essential
SPAC25G10.04c,Non-essential
SPAC2F7.04,Non-essential
SPAC1F3.07c,Non-essential
SPAC14C4.07,Non-essential
SPAC1834.09,Non-essential
SPAC23C11.06c,Non-essential
SPBP26C9.03c,Non-essential
SPBC18A7.02c,Non-essential
SPAC22A12.06c,Non-essential
SPAC1F8.02c,Non-essential
SPAC17C9.15c,Non-essential
SPCC16A11.15c,Non-essential
SPCC24B10.20,Non-essential
SPCC777.04,Non-essential
SPAC11G7.01,Non-essential
SPAC19B12.03,Essential
SPBC16E9.19,Non-essential
SPAC23G3.07c,Non-essential
SPBC651.04,Non-essential
SPAC11D3.17,Non-essential
SPAC6C3.05,Non-essential
SPAC8C9.16c,Non-essential
SPBC1E8.03c,Non-essential
SPCC188.09c,Non-essential
SPCC1393.08,Non-essential
SPBC56F2.14,Non-essential
SPBC211.07c,Non-essential
SPAC12B10.14c,Non-essential
SPCC794.03,Non-essential
SPAC11D3.13,Non-essential
SPAC23C4.10,Essential
SPBC18H10.18c,Non-essential
SPAC27D7.03c,Non-essential
SPBC106.03,Non-essential
SPAC3H8.04,Non-essential
SPAC977.07c,Non-essential
SPBC1604.01,Non-essential
SPBC31F10.08,Non-essential
SPBC1348.14c,Non-essential
SPCC16C4.16c,Non-essential
SPCC757.13,Non-essential
SPAC56E4.07,Non-essential
SPAC29B12.13,Non-essential
SPAC1687.16c,Non-essential
SPCC1259.08,Non-essential
SPAC57A7.09,Non-essential
SPBC23G7.14,Non-essential
SPAC23E2.03c,Non-essential
SPBC12C2.13c,Non-essential
SPBC651.07,Non-essential
SPAC9G1.07,Non-essential
SPBC530.11c,Non-essential
SPAC23H4.16c,Non-essential
SPAC1039.06,Non-essential
SPAPB2C8.01,Non-essential
SPBC2A9.13,Non-essential
SPAPB1A10.05,Non-essential
SPAC630.07c,Non-essential
SPAC1039.08,Non-essential
SPCC1235.12c,Non-essential
SPCC1281.04,Non-essential
SPBP22H7.03,Essential
SPAPB17E12.02,Non-essential
SPCC569.03,Non-essential
SPAC1071.11,Non-essential
SPCC622.11,Non-essential
SPAC32A11.02c,Non-essential
SPCC1450.09c,Non-essential
SPBC530.02,Non-essential
SPCC645.11c,Non-essential
SPAC23C4.07,Non-essential
SPBC557.02c,Non-essential
SPCC736.05,Non-essential
SPAC12B10.02c,Essential
SPBC1604.03c,Non-essential
SPAC27D7.05c,Non-essential
SPBC27.03,Non-essential
SPBC32H8.06,Non-essential
SPAC13G6.13,Non-essential
SPAC1687.14c,Non-essential
SPAC17A5.10,Non-essential
SPAC5H10.07,Non-essential
SPBC20F10.02c,Non-essential
SPCPB16A4.06c,Non-essential
SPAC57A10.08c,Non-essential
SPCC16C4.17,Non-essential
SPAC513.02,Non-essential
SPAC3G9.11c,Non-essential
SPCC1494.01,Non-essential
SPBC23G7.13c,Non-essential
SPCC622.17,Non-essential
SPAC31A2.11c,Non-essential
SPAC17C9.16c,Non-essential
SPAC57A10.06,Non-essential
SPCC663.14c,Non-essential
SPAC3G6.10c,Essential
SPBC660.08,Non-essential
SPAC750.06c,Non-essential
SPCC417.10,Non-essential
SPCC965.13,Non-essential
SPBC21C3.17c,Non-essential
SPAC19G12.16c,Non-essential
SPBC14C8.05c,Non-essential
SPBC1773.15,Non-essential
SPBC577.13,Non-essential
SPAC977.05c,Non-essential
SPCC777.11,Essential
SPAC869.06c,Non-essential
SPAC23H3.04,Non-essential
SPBC3E7.06c,Non-essential
SPAC1687.08,Non-essential
SPBC651.03c,Non-essential
SPBC26H8.13c,Non-essential
SPBC713.08,Non-essential
SPBC1921.04c,Non-essential
SPBCPT2R1.03,Non-essential
SPBC1683.03c,Non-essential
SPAC750.05c,Non-essential
SPCC338.12,Non-essential
SPAC19A8.10,Non-essential
SPBC29A3.13,Non-essential
SPAC56F8.14c,Non-essential
SPBC25H2.14,Non-essential
SPBC1685.13,Non-essential
SPBC2A9.03,Non-essential
SPCC24B10.03,Non-essential
SPAC29B12.08,Non-essential
SPBC1289.15,Non-essential
SPAC31A2.12,Non-essential
SPAC25A8.03c,Non-essential
SPBP8B7.04,Non-essential
SPAC5D6.10c,Non-essential
SPAC3C7.05c,Non-essential
SPAC29E6.09,Non-essential
SPAC30D11.02c,Non-essential
SPCC830.04c,Non-essential
SPAC1F7.12,Non-essential
SPAC1039.07c,Non-essential
SPCC61.05,Non-essential
SPBC32H8.13c,Non-essential
SPBPB7E8.01,Non-essential
SPCC1223.12c,Non-essential
SPCC1393.12,Non-essential
SPAC750.07c,Non-essential
SPAC10F6.06,Non-essential
SPBC17G9.13c,Essential
SPAC31A2.13c,Non-essential
SPAC1805.10,Non-essential
SPAC1142.05,Non-essential
SPAC57A10.04,Non-essential
SPCC622.01c,Non-essential
SPBC19C7.12c,Non-essential
SPAC4H3.03c,Non-essential
SPAC328.08c,Essential
SPBC19C7.04c,Non-essential
SPCC1906.04,Non-essential
SPAC2E1P3.04,Non-essential
SPCC970.11c,Non-essential
SPAC32A11.01,Non-essential
SPCC548.07c,Non-essential
SPAC4F10.08,Non-essential
SPAC1F7.03,Essential
SPCC569.07,Non-essential
SPAC8F11.10c,Non-essential
SPAC23H3.15c,Non-essential
SPCC663.06c,Non-essential
SPAC5H10.11,Non-essential
SPBC3H7.05c,Non-essential
SPAC140.03,Non-essential
SPBC646.06c,Non-essential
SPAC4F10.17,Non-essential
SPBP22H7.04,Non-essential
SPAPB8E5.05,Non-essential
SPAC30C2.03,Essential
SPAPB24D3.02c,Non-essential
SPAC926.02,Non-essential
SPCC569.04,Non-essential
SPAC15A10.10,Non-essential
SPAC13D6.01,Non-essential
SPBC1289.16c,Non-essential
SPAP11E10.02c,Non-essential
SPBC1271.01c,Non-essential
SPBC428.10,Non-essential
SPBCPT2R1.02,Non-essential
SPAC4F8.08,Non-essential
SPAC1751.01c,Non-essential
SPCC330.07c,Non-essential
SPAC105.03c,Non-essential
SPBC1773.12,Non-essential
SPBC1348.07,Non-essential
SPCC1620.02,Non-essential
SPCC1393.07c,Non-essential
SPAPB1E7.08c,Non-essential
SPCC584.15c,Non-essential
SPAC637.03,Non-essential
SPAC3F10.05c,Non-essential
SPAC22F8.02c,Non-essential
SPBC16A3.17c,Non-essential
SPCC4G3.03,Non-essential
SPBC16E9.15,Non-essential
SPCC285.05,Non-essential
SPAC959.06c,Non-essential
SPAC11D3.08c,Non-essential
SPAC227.04,Non-essential
SPBC409.08,Non-essential
SPAC1952.14c,Essential
SPCC1259.14c,Non-essential
SPAC1687.23c,Non-essential
SPAC8C9.04,Non-essential
SPAC630.15,Non-essential
SPCC1739.04c,Non-essential
SPAC1B1.01,Essential
SPAC25H1.02,Non-essential
SPBC16A3.13,Non-essential
SPBC1861.06c,Non-essential
SPBC1348.04,Non-essential
SPCC613.01,Non-essential
SPAC1039.02,Non-essential
SPAC1006.08,Essential
SPAC212.03,Non-essential
SPBPB2B2.18,Non-essential
SPCC1529.01,Non-essential
SPCC1183.10,Non-essential
SPAC1002.02,Non-essential
SPBC2D10.06,Non-essential
SPBC1289.10c,Non-essential
SPAC16E8.18,Non-essential
SPAC17G8.11c,Non-essential
SPAC11D3.05,Non-essential
SPAC7D4.03c,Non-essential
SPAC2E1P3.05c,Non-essential
SPCP1E11.03,Non-essential
SPBC3H7.08c,Non-essential
SPAC1002.18,Non-essential
SPBC36.02c,Non-essential
SPAPB1A10.13,Non-essential
SPAC14C4.09,Non-essential
SPAC1782.04,Non-essential
SPCC663.02,Non-essential
SPAC652.01,Non-essential
SPBC365.12c,Non-essential
SPAC13G6.15c,Non-essential
SPAC343.12,Non-essential
SPAC869.04,Non-essential
SPAC1296.03c,Non-essential
SPBC16G5.06,Non-essential
SPCC794.04c,Non-essential
SPCC1682.03c,Essential
SPAPB1A10.14,Non-essential
SPBC36.11,Non-essential
SPAC1250.02,Non-essential
SPBP8B7.26,Non-essential
SPBC83.19c,Non-essential
SPAC1A6.08c,Non-essential
SPBC1683.12,Non-essential
SPAC607.10,Non-essential
SPAC13F5.07c,Non-essential
SPCC306.06c,Essential
SPBP4H10.14c,Non-essential
SPAC8C9.09c,Non-essential
SPBC2G2.10c,Non-essential
SPAC11G7.06c,Non-essential
SPAC750.02c,Non-essential
SPAC212.02,Non-essential
SPAC1782.02c,Non-essential
SPAC25B8.18,Non-essential
SPCC16A11.08,Non-essential
SPBCPT2R1.01c,Non-essential
SPAC6C3.07,Non-essential
SPAC5H10.01,Non-essential
SPAC27E2.01,Non-essential
SPCP20C8.02c,Non-essential
SPAC16E8.08,Non-essential
SPBC1709.16c,Non-essential
SPAC1610.04,Non-essential
SPAC3H1.06c,Non-essential
SPBC887.15c,Non-essential
SPAC25B8.11,Non-essential
SPAC3A12.08,Non-essential
SPAP8A3.13c,Non-essential
SPAC6C3.03c,Non-essential
SPAC1039.04,Non-essential
SPBC19F8.05,Essential
SPAPB24D3.07c,Non-essential
SPAC13G6.10c,Non-essential
SPAC27F1.10,Non-essential
SPAC212.08c,Non-essential
SPAC589.06c,Non-essential
SPAC29E6.07,Non-essential
SPBC106.11c,Non-essential
SPAC6G9.15c,Non-essential
SPAC6B12.03c,Non-essential
SPCC1322.07c,Non-essential
SPAC1002.06c,Non-essential
SPAC19D5.02c,Non-essential
SPBC685.03,Non-essential
SPBCPT2R1.04c,Non-essential
SPBC18E5.14c,Non-essential
SPAC1006.04c,Non-essential
SPAC26F1.05,Non-essential
SPCC584.12,Non-essential
SPAC1565.03,Non-essential
SPBC1709.03,Non-essential
SPBC530.01,Non-essential
SPCC1795.06,Non-essential
SPBC1271.05c,Non-essential
SPBC19G7.18c,Non-essential
SPCC895.08c,Non-essential
SPCC330.19c,Non-essential
SPAC27D7.09c,Non-essential
SPBP4G3.03,Non-essential
SPBC405.02c,Non-essential
SPAC11D3.04c,Non-essential
SPCC191.10,Non-essential
SPAC212.01c,Non-essential
SPAC15A10.09c,Non-essential
SPAPB8E5.08,Non-essential
SPBC19G7.08c,Non-essential
SPAC17A2.01,Non-essential
SPAC869.09,Non-essential
SPBC19C2.06c,Non-essential
SPCC757.12,Non-essential
SPAC17H9.06c,Non-essential
SPCC1682.15,Non-essential
SPAPB17E12.09,Essential
SPAC821.03c,Non-essential
SPAC8C9.19,Non-essential
SPAC1786.04,Non-essential
SPBC11C11.06c,Non-essential
SPAC1420.01c,Non-essential
SPCC1450.08c,Non-essential
SPCC757.11c,Non-essential
SPBPB2B2.16c,Non-essential
SPACUNK4.15,Non-essential
SPAC31G5.07,Non-essential
SPBPB2B2.07c,Non-essential
SPAC15A10.07,Non-essential
SPAC1039.09,Non-essential
SPBC1711.11,Non-essential
SPBC15D4.02,Non-essential
SPAC4G9.07,Non-essential
SPBPB21E7.05,Non-essential
SPAC18G6.09c,Non-essential
SPBC26H8.11c,Non-essential
SPAC1039.01,Non-essential
SPAC29A4.17c,Non-essential
SPBC21B10.02,Non-essential
SPCC794.02,Non-essential
SPBC56F2.05c,Non-essential
SPAC22A12.02c,Non-essential
SPAC688.12c,Non-essential
SPCC320.06,Non-essential
SPBC16E9.16c,Non-essential
SPBC29B5.02c,Non-essential
SPBC6B1.03c,Non-essential
SPAPB18E9.04c,Non-essential
SPBC660.06,Non-essential
SPAC57A7.05,Non-essential
SPAC750.03c,Non-essential
SPCC569.02c,Non-essential
SPAC7D4.08,Non-essential
SPBC215.13,Non-essential
SPBC1A4.11c,Essential
SPAC2E1P5.02c,Non-essential
SPAC17A2.10c,Non-essential
SPAC11D3.01c,Non-essential
SPAPJ695.01c,Non-essential
SPAC2F3.05c,Non-essential
SPBC1348.10c,Non-essential
SPAC977.03,Non-essential
SPAC630.04c,Non-essential
SPAC1F7.11c,Non-essential
SPAC2H10.01,Non-essential
SPCC4F11.03c,Non-essential
SPCC191.03c,Non-essential
SPAC513.03,Non-essential
SPAC683.03,Non-essential
SPAC9E9.15,Non-essential
SPAC56F8.12,Non-essential
SPAC212.04c,Non-essential
SPAC8F11.05c,Non-essential
SPAC343.20,Non-essential
SPBC1105.13c,Non-essential
SPAC16E8.05c,Non-essential
SPAC1B3.20,Non-essential
SPAC15F9.01c,Non-essential
SPBC18E5.09c,Non-essential
SPCC132.03,Non-essential
SPBC14C8.11c,Non-essential
SPCC737.05,Non-essential
SPCC1322.10,Non-essential
SPBC106.08c,Non-essential
SPAC186.01,Non-essential
SPAPB1A10.08,Non-essential
SPAC922.05c,Non-essential
SPCC757.02c,Non-essential
SPACUNK4.19,Non-essential
SPAC26A3.09c,Non-essential
SPCC31H12.06,Non-essential
SPCC191.06,Non-essential
SPAC13C5.06c,Non-essential
SPAC1B3.15c,Non-essential
SPCC1322.03,Non-essential
SPBC19C7.05,Non-essential
SPBP8B7.30c,Non-essential
SPAC167.06c,Non-essential
SPAC14C4.04,Non-essential
SPBC56F2.06,Non-essential
SPAC22G7.11c,Non-essential
SPBC36.03c,Non-essential
SPAC18G6.12c,Non-essential
SPBC1E8.05,Non-essential
SPBC1348.02,Non-essential
SPAC1F5.05c,Non-essential
SPCC584.16c,Non-essential
SPBC557.05,Non-essential
SPCC569.06,Non-essential
SPBC530.07c,Non-essential
SPCC569.05c,Non-essential
SPAC9E9.05,Non-essential
SPAC31G5.06,Essential
SPBC409.17c,Non-essential
SPBC146.11c,Non-essential
SPBC83.12,Non-essential
SPCC338.02,Non-essential
SPAC1A6.06c,Non-essential
SPAC14C4.01c,Non-essential
SPCC576.17c,Non-essential
SPAC15E1.10,Non-essential
