Gene,Essential CEG,Essential OEG
ENSMUSG00000019942,Essential,Essential
ENSMUSG00000013663,NA,Essential
ENSMUSG00000034471,Non-essential,Non-essential
ENSMUSG00000021685,NA,Essential
ENSMUSG00000037544,Non-essential,NA
ENSMUSG00000038664,Non-essential,Non-essential
ENSMUSG00000063524,Non-essential,NA
ENSMUSG00000021109,Non-essential,Essential
ENSMUSG00000030059,Non-essential,NA
ENSMUSG00000026825,Non-essential,Essential
ENSMUSG00000021055,Non-essential,NA
ENSMUSG00000068921,Essential,Essential
ENSMUSG00000022946,Non-essential,Non-essential
ENSMUSG00000030505,Non-essential,NA
ENSMUSG00000004056,Non-essential,Non-essential
ENSMUSG00000002602,Essential,Non-essential
ENSMUSG00000021709,Non-essential,Non-essential
ENSMUSG00000027395,Essential,Essential
ENSMUSG00000014164,Non-essential,Non-essential
ENSMUSG00000021556,Non-essential,NA
ENSMUSG00000042275,Non-essential,Essential
ENSMUSG00000020982,Non-essential,Essential
ENSMUSG00000020115,Non-essential,Essential
ENSMUSG00000027641,Non-essential,NA
ENSMUSG00000028530,Non-essential,Essential
ENSMUSG00000022391,Essential,NA
ENSMUSG00000054074,Non-essential,NA
ENSMUSG00000015776,Essential,Essential
ENSMUSG00000036918,NA,Essential
ENSMUSG00000058070,Non-essential,Non-essential
ENSMUSG00000039089,Non-essential,Essential
ENSMUSG00000028911,Non-essential,NA
ENSMUSG00000036928,Non-essential,NA
ENSMUSG00000016664,Non-essential,NA
ENSMUSG00000021025,Non-essential,NA
ENSMUSG00000011263,Non-essential,Essential
ENSMUSG00000000631,NA,Essential
ENSMUSG00000046532,Non-essential,NA
ENSMUSG00000048047,Non-essential,Non-essential
ENSMUSG00000028234,Essential,Essential
ENSMUSG00000027496,Essential,Essential
ENSMUSG00000024561,Non-essential,Non-essential
ENSMUSG00000022749,Non-essential,Non-essential
ENSMUSG00000024955,Non-essential,Non-essential
ENSMUSG00000026641,Non-essential,Non-essential
ENSMUSG00000020721,Essential,NA
ENSMUSG00000027540,Non-essential,Non-essential
ENSMUSG00000042406,Non-essential,Essential
ENSMUSG00000035783,Non-essential,Non-essential
ENSMUSG00000028224,Essential,Essential
ENSMUSG00000006398,Essential,Essential
ENSMUSG00000040359,Non-essential,NA
ENSMUSG00000021375,Non-essential,Non-essential
ENSMUSG00000028329,Non-essential,NA
ENSMUSG00000025358,Essential,NA
ENSMUSG00000090877,Non-essential,Non-essential
ENSMUSG00000041798,Non-essential,NA
ENSMUSG00000038084,Essential,NA
ENSMUSG00000042632,Non-essential,NA
ENSMUSG00000038429,Essential,Essential
ENSMUSG00000031010,Essential,Non-essential
ENSMUSG00000032740,Non-essential,NA
ENSMUSG00000025373,Non-essential,NA
ENSMUSG00000020263,NA,Non-essential
ENSMUSG00000048546,Non-essential,Non-essential
ENSMUSG00000045482,Essential,Essential
ENSMUSG00000031731,Non-essential,Essential
ENSMUSG00000055980,Non-essential,Essential
ENSMUSG00000070576,NA,Essential
ENSMUSG00000024735,Essential,Essential
ENSMUSG00000062115,Non-essential,Essential
ENSMUSG00000024236,Non-essential,Non-essential
ENSMUSG00000039741,Non-essential,Essential
ENSMUSG00000040028,Non-essential,Essential
ENSMUSG00000019986,Non-essential,NA
ENSMUSG00000018395,Non-essential,Essential
ENSMUSG00000029048,Non-essential,NA
ENSMUSG00000005262,Non-essential,Non-essential
ENSMUSG00000034574,Non-essential,Essential
ENSMUSG00000021218,Non-essential,Essential
ENSMUSG00000027905,Essential,NA
ENSMUSG00000034926,Non-essential,Essential
ENSMUSG00000035623,Non-essential,Essential
ENSMUSG00000045534,Non-essential,Non-essential
ENSMUSG00000030029,Non-essential,Non-essential
ENSMUSG00000050017,Non-essential,Essential
ENSMUSG00000030499,Non-essential,Essential
ENSMUSG00000006906,Non-essential,NA
ENSMUSG00000036893,Essential,Essential
ENSMUSG00000022201,Non-essential,NA
ENSMUSG00000025583,Essential,Essential
ENSMUSG00000005893,Essential,Essential
ENSMUSG00000022503,Essential,NA
ENSMUSG00000025083,Non-essential,Non-essential
ENSMUSG00000028756,Non-essential,Non-essential
ENSMUSG00000015749,NA,Non-essential
ENSMUSG00000051355,Non-essential,Essential
ENSMUSG00000026313,Non-essential,NA
ENSMUSG00000029406,Non-essential,Non-essential
ENSMUSG00000002812,Non-essential,Essential
ENSMUSG00000029279,Non-essential,NA
ENSMUSG00000042605,Non-essential,NA
ENSMUSG00000002489,Non-essential,Non-essential
ENSMUSG00000020738,Essential,NA
ENSMUSG00000026628,Non-essential,Non-essential
ENSMUSG00000009013,Non-essential,Essential
ENSMUSG00000041415,Essential,Essential
ENSMUSG00000027655,Non-essential,Essential
ENSMUSG00000032435,Non-essential,NA
ENSMUSG00000000532,Non-essential,Essential
ENSMUSG00000009647,Non-essential,Essential
ENSMUSG00000034266,Non-essential,Non-essential
ENSMUSG00000058756,Non-essential,NA
ENSMUSG00000004637,Essential,NA
ENSMUSG00000036109,Non-essential,Non-essential
ENSMUSG00000032867,Non-essential,NA
ENSMUSG00000002393,Non-essential,Non-essential
ENSMUSG00000020899,Essential,NA
ENSMUSG00000024497,Non-essential,NA
ENSMUSG00000036023,Non-essential,Non-essential
ENSMUSG00000019470,Essential,Essential
ENSMUSG00000026019,Essential,Essential
ENSMUSG00000038384,Non-essential,NA
ENSMUSG00000021959,Non-essential,Essential
ENSMUSG00000029036,Essential,Essential
ENSMUSG00000050132,Non-essential,Non-essential
ENSMUSG00000043668,Essential,NA
ENSMUSG00000034520,Non-essential,Essential
ENSMUSG00000042688,Non-essential,NA
ENSMUSG00000022463,Essential,NA
ENSMUSG00000028640,Non-essential,Essential
ENSMUSG00000046062,Essential,Essential
ENSMUSG00000036712,Non-essential,NA
ENSMUSG00000033253,Non-essential,NA
ENSMUSG00000037279,Non-essential,Essential
ENSMUSG00000022019,Non-essential,Non-essential
ENSMUSG00000033373,Non-essential,Essential
ENSMUSG00000074817,Non-essential,NA
ENSMUSG00000034271,Non-essential,Non-essential
ENSMUSG00000038056,Non-essential,Essential
ENSMUSG00000030681,Non-essential,Non-essential
ENSMUSG00000025262,Non-essential,Non-essential
ENSMUSG00000025153,Essential,Essential
ENSMUSG00000026077,Non-essential,Non-essential
ENSMUSG00000035293,Non-essential,NA
ENSMUSG00000054733,Non-essential,NA
ENSMUSG00000021144,Non-essential,Non-essential
ENSMUSG00000032101,Non-essential,NA
ENSMUSG00000005886,Non-essential,Non-essential
ENSMUSG00000020330,Non-essential,Non-essential
ENSMUSG00000035898,Non-essential,Essential
ENSMUSG00000066979,Essential,Essential
ENSMUSG00000031095,Non-essential,Essential
ENSMUSG00000029505,Non-essential,Essential
ENSMUSG00000024451,Non-essential,Essential
ENSMUSG00000018189,Non-essential,Essential
ENSMUSG00000034647,Non-essential,Non-essential
ENSMUSG00000023027,Non-essential,Non-essential
ENSMUSG00000047242,Non-essential,Non-essential
ENSMUSG00000063952,Non-essential,NA
ENSMUSG00000018428,Non-essential,Non-essential
ENSMUSG00000027580,Non-essential,Non-essential
ENSMUSG00000026021,Non-essential,NA
ENSMUSG00000070733,Non-essential,NA
ENSMUSG00000053470,Non-essential,NA
ENSMUSG00000021686,Non-essential,NA
ENSMUSG00000029622,Non-essential,Non-essential
ENSMUSG00000008668,Essential,Non-essential
ENSMUSG00000001089,Non-essential,NA
ENSMUSG00000028284,Non-essential,Essential
ENSMUSG00000020677,NA,Non-essential
ENSMUSG00000007646,Essential,Essential
ENSMUSG00000021662,Non-essential,Non-essential
ENSMUSG00000070327,Non-essential,Non-essential
ENSMUSG00000040140,Non-essential,NA
ENSMUSG00000027774,Essential,NA
ENSMUSG00000048076,Essential,NA
ENSMUSG00000003847,Non-essential,Essential
ENSMUSG00000026970,Non-essential,Essential
ENSMUSG00000040327,Non-essential,NA
ENSMUSG00000033066,Non-essential,Non-essential
ENSMUSG00000031921,NA,Essential
ENSMUSG00000000782,Non-essential,Non-essential
ENSMUSG00000006423,Non-essential,Non-essential
ENSMUSG00000028484,Non-essential,NA
ENSMUSG00000038679,Non-essential,Essential
ENSMUSG00000041272,Non-essential,Non-essential
ENSMUSG00000027552,Non-essential,NA
ENSMUSG00000029050,Non-essential,Essential
ENSMUSG00000031150,Non-essential,Non-essential
ENSMUSG00000020456,Essential,Essential
ENSMUSG00000017724,Non-essential,NA
ENSMUSG00000021215,Non-essential,Non-essential
ENSMUSG00000028580,Non-essential,NA
ENSMUSG00000028687,Non-essential,Non-essential
ENSMUSG00000024174,Non-essential,NA
ENSMUSG00000011096,Non-essential,Non-essential
ENSMUSG00000001416,Essential,NA
ENSMUSG00000020850,Essential,Non-essential
ENSMUSG00000026942,Non-essential,Essential
ENSMUSG00000022568,Non-essential,Essential
ENSMUSG00000029454,Non-essential,NA
ENSMUSG00000040720,Non-essential,Essential
ENSMUSG00000027331,Non-essential,Non-essential
ENSMUSG00000030350,Non-essential,Non-essential
ENSMUSG00000006932,Non-essential,Essential
ENSMUSG00000025423,Essential,Non-essential
ENSMUSG00000025261,Essential,NA
ENSMUSG00000019564,Non-essential,Essential
ENSMUSG00000062270,Non-essential,Essential
ENSMUSG00000002731,Non-essential,Essential
ENSMUSG00000029151,Non-essential,Non-essential
ENSMUSG00000030051,Non-essential,Non-essential
ENSMUSG00000041168,Essential,Essential
ENSMUSG00000027993,Non-essential,Non-essential
ENSMUSG00000058704,Non-essential,Essential
ENSMUSG00000038279,Essential,NA
ENSMUSG00000028211,Non-essential,Non-essential
ENSMUSG00000038290,Non-essential,Essential
ENSMUSG00000024789,Non-essential,Essential
ENSMUSG00000036875,Essential,NA
ENSMUSG00000029167,Non-essential,NA
ENSMUSG00000074657,Non-essential,Essential
ENSMUSG00000023030,Non-essential,NA
ENSMUSG00000031393,Non-essential,NA
ENSMUSG00000020532,Non-essential,Essential
ENSMUSG00000001440,Essential,NA
ENSMUSG00000049515,Non-essential,Non-essential
ENSMUSG00000027323,Essential,Essential
ENSMUSG00000033124,Non-essential,Essential
ENSMUSG00000004568,Non-essential,Essential
ENSMUSG00000026196,Essential,NA
ENSMUSG00000029135,Non-essential,NA
ENSMUSG00000023411,Non-essential,Non-essential
ENSMUSG00000059013,Non-essential,NA
ENSMUSG00000006699,Non-essential,Essential
ENSMUSG00000055024,Essential,Essential
ENSMUSG00000024325,Non-essential,Non-essential
ENSMUSG00000021693,Non-essential,Essential
ENSMUSG00000002413,Essential,Essential
ENSMUSG00000031403,Essential,Non-essential
ENSMUSG00000036940,Essential,Essential
ENSMUSG00000058317,Non-essential,Non-essential
ENSMUSG00000049532,Non-essential,NA
ENSMUSG00000021811,Non-essential,Essential
ENSMUSG00000056131,Non-essential,NA
ENSMUSG00000027478,Essential,Essential
ENSMUSG00000021597,Non-essential,Non-essential
ENSMUSG00000063268,Non-essential,Non-essential
ENSMUSG00000062312,Non-essential,Essential
ENSMUSG00000038366,Non-essential,Non-essential
ENSMUSG00000027907,Non-essential,Non-essential
ENSMUSG00000021615,Non-essential,Essential
ENSMUSG00000036862,Non-essential,NA
ENSMUSG00000028565,Non-essential,NA
ENSMUSG00000022836,Non-essential,Non-essential
ENSMUSG00000042590,Non-essential,Essential
ENSMUSG00000038453,Non-essential,Non-essential
ENSMUSG00000030057,Non-essential,Essential
ENSMUSG00000054405,Non-essential,Essential
ENSMUSG00000034610,Non-essential,NA
ENSMUSG00000016528,Non-essential,Non-essential
ENSMUSG00000028233,Essential,Essential
ENSMUSG00000018411,Non-essential,Non-essential
ENSMUSG00000027770,Non-essential,Essential
ENSMUSG00000025980,Essential,Essential
ENSMUSG00000026491,Essential,Essential
ENSMUSG00000030201,Non-essential,Essential
ENSMUSG00000030231,Non-essential,Non-essential
ENSMUSG00000063146,Non-essential,Non-essential
ENSMUSG00000040734,Non-essential,NA
ENSMUSG00000020590,Non-essential,Essential
ENSMUSG00000017561,Non-essential,Non-essential
ENSMUSG00000027274,Non-essential,NA
ENSMUSG00000071646,Non-essential,NA
ENSMUSG00000029407,Non-essential,NA
ENSMUSG00000027936,Essential,Non-essential
ENSMUSG00000000435,Essential,Essential
ENSMUSG00000056216,Essential,NA
ENSMUSG00000028668,Non-essential,Essential
ENSMUSG00000028967,Non-essential,NA
ENSMUSG00000029826,Non-essential,Non-essential
ENSMUSG00000018322,Non-essential,Non-essential
ENSMUSG00000013662,Essential,NA
ENSMUSG00000034480,Non-essential,Non-essential
ENSMUSG00000028029,Non-essential,NA
ENSMUSG00000039656,Non-essential,NA
ENSMUSG00000039285,Non-essential,Non-essential
ENSMUSG00000030094,Non-essential,Non-essential
ENSMUSG00000005672,Non-essential,NA
ENSMUSG00000040488,Non-essential,NA
ENSMUSG00000021359,Non-essential,Essential
ENSMUSG00000032405,Non-essential,NA
ENSMUSG00000014859,Essential,NA
ENSMUSG00000034282,Non-essential,Non-essential
ENSMUSG00000007564,Essential,NA
ENSMUSG00000003208,Non-essential,Essential
ENSMUSG00000040711,Non-essential,NA
ENSMUSG00000042625,Non-essential,NA
ENSMUSG00000025630,Non-essential,NA
ENSMUSG00000061048,Non-essential,Non-essential
ENSMUSG00000001517,Non-essential,Essential
ENSMUSG00000032294,Essential,NA
ENSMUSG00000028495,Essential,Non-essential
ENSMUSG00000005774,Non-essential,Non-essential
ENSMUSG00000017491,Non-essential,Non-essential
ENSMUSG00000035569,Non-essential,Essential
ENSMUSG00000022285,Non-essential,NA
ENSMUSG00000056394,Non-essential,Essential
ENSMUSG00000005625,Essential,Essential
ENSMUSG00000030677,Non-essential,Essential
ENSMUSG00000001289,Essential,Essential
ENSMUSG00000007880,Non-essential,Essential
ENSMUSG00000020739,Essential,Essential
ENSMUSG00000019996,Non-essential,NA
ENSMUSG00000025217,Non-essential,Non-essential
ENSMUSG00000024241,Non-essential,Essential
ENSMUSG00000043866,Non-essential,Essential
ENSMUSG00000021116,Essential,NA
ENSMUSG00000028649,Non-essential,Essential
ENSMUSG00000059552,Essential,NA
ENSMUSG00000031955,NA,Essential
ENSMUSG00000029177,Essential,NA
ENSMUSG00000020109,Non-essential,NA
ENSMUSG00000033209,Non-essential,Non-essential
ENSMUSG00000069895,Non-essential,NA
ENSMUSG00000040296,Non-essential,Essential
ENSMUSG00000058709,Non-essential,Non-essential
ENSMUSG00000034974,Non-essential,NA
ENSMUSG00000021189,Non-essential,Non-essential
ENSMUSG00000020265,Non-essential,Non-essential
ENSMUSG00000063455,Non-essential,Non-essential
ENSMUSG00000003438,Essential,Essential
ENSMUSG00000022812,Non-essential,Essential
ENSMUSG00000032475,Non-essential,Non-essential
ENSMUSG00000005103,Essential,Essential
ENSMUSG00000033773,Non-essential,NA
ENSMUSG00000069495,Non-essential,Essential
ENSMUSG00000007817,Non-essential,Essential
ENSMUSG00000031738,Non-essential,Non-essential
ENSMUSG00000020715,Non-essential,Essential
ENSMUSG00000000441,Essential,Essential
ENSMUSG00000029475,Non-essential,NA
ENSMUSG00000027763,Non-essential,Non-essential
ENSMUSG00000035033,Non-essential,Essential
ENSMUSG00000070002,Essential,Essential
ENSMUSG00000031161,Non-essential,Non-essential
ENSMUSG00000019715,Essential,Essential
ENSMUSG00000019961,Non-essential,Non-essential
ENSMUSG00000020423,Non-essential,Non-essential
ENSMUSG00000020048,Non-essential,Essential
ENSMUSG00000024986,Non-essential,Essential
ENSMUSG00000040669,Non-essential,Essential
ENSMUSG00000029148,Essential,Essential
ENSMUSG00000024335,Non-essential,Essential
ENSMUSG00000001288,Non-essential,NA
ENSMUSG00000045098,Non-essential,Essential
ENSMUSG00000056305,Essential,NA
ENSMUSG00000038909,Non-essential,Essential
ENSMUSG00000071369,Non-essential,Non-essential
ENSMUSG00000001366,Non-essential,Non-essential
ENSMUSG00000038780,Non-essential,Non-essential
ENSMUSG00000005533,Non-essential,Essential
ENSMUSG00000028292,Essential,NA
ENSMUSG00000037003,Non-essential,NA
ENSMUSG00000025207,Non-essential,Non-essential
ENSMUSG00000038599,Non-essential,Non-essential
ENSMUSG00000029131,Non-essential,NA
ENSMUSG00000029992,Essential,Essential
ENSMUSG00000032350,Non-essential,Essential
ENSMUSG00000018293,Essential,Essential
ENSMUSG00000038255,Non-essential,NA
ENSMUSG00000037025,NA,Essential
ENSMUSG00000021018,Essential,Essential
ENSMUSG00000005410,Essential,NA
ENSMUSG00000015932,Non-essential,NA
ENSMUSG00000019768,Non-essential,NA
ENSMUSG00000001056,Essential,Essential
ENSMUSG00000020492,Essential,Essential
ENSMUSG00000045005,Non-essential,Essential
ENSMUSG00000031355,Non-essential,Non-essential
ENSMUSG00000003410,Non-essential,NA
ENSMUSG00000036281,Essential,NA
ENSMUSG00000004043,Non-essential,Non-essential
ENSMUSG00000020647,Non-essential,Non-essential
ENSMUSG00000020250,Non-essential,Essential
ENSMUSG00000040013,Non-essential,NA
ENSMUSG00000024042,Non-essential,Non-essential
ENSMUSG00000020380,Essential,Essential
ENSMUSG00000033871,Non-essential,NA
ENSMUSG00000018501,Non-essential,Essential
ENSMUSG00000027671,Essential,Essential
ENSMUSG00000031601,Non-essential,NA
ENSMUSG00000076441,Non-essential,Essential
ENSMUSG00000027420,Non-essential,Non-essential
ENSMUSG00000013921,Non-essential,NA
ENSMUSG00000047824,Non-essential,Essential
ENSMUSG00000040613,Non-essential,Non-essential
ENSMUSG00000055204,Non-essential,Essential
ENSMUSG00000016349,Non-essential,NA
ENSMUSG00000060284,Non-essential,NA
ENSMUSG00000009863,Non-essential,Essential
ENSMUSG00000030189,Non-essential,NA
ENSMUSG00000028676,Non-essential,Essential
ENSMUSG00000000214,Essential,Essential
ENSMUSG00000023443,Non-essential,Non-essential
ENSMUSG00000033191,Non-essential,Essential
ENSMUSG00000023883,Non-essential,NA
ENSMUSG00000001435,Non-essential,Non-essential
ENSMUSG00000031026,Non-essential,Non-essential
ENSMUSG00000024558,Non-essential,Non-essential
ENSMUSG00000015748,Essential,Essential
ENSMUSG00000021180,Non-essential,Non-essential
ENSMUSG00000027680,Non-essential,Essential
ENSMUSG00000005981,Non-essential,Non-essential
ENSMUSG00000000001,Non-essential,Non-essential
ENSMUSG00000003099,Non-essential,NA
ENSMUSG00000071076,Non-essential,NA
ENSMUSG00000029438,Non-essential,Essential
ENSMUSG00000022292,Non-essential,NA
ENSMUSG00000040481,Essential,Essential
ENSMUSG00000039176,Non-essential,Essential
ENSMUSG00000042156,Non-essential,NA
ENSMUSG00000033540,Non-essential,NA
ENSMUSG00000055799,Non-essential,Essential
ENSMUSG00000031948,Essential,Essential
ENSMUSG00000034292,Non-essential,NA
ENSMUSG00000030259,Non-essential,NA
ENSMUSG00000037169,Non-essential,Essential
ENSMUSG00000036026,Non-essential,Essential
ENSMUSG00000029101,Non-essential,Non-essential
ENSMUSG00000030619,Non-essential,Non-essential
ENSMUSG00000049932,Non-essential,Non-essential
ENSMUSG00000000489,Non-essential,Essential
ENSMUSG00000061589,Non-essential,Essential
ENSMUSG00000029104,Non-essential,Essential
ENSMUSG00000036817,Non-essential,NA
ENSMUSG00000059970,Non-essential,NA
ENSMUSG00000013973,Non-essential,Non-essential
ENSMUSG00000033863,Non-essential,Non-essential
ENSMUSG00000036391,Non-essential,Non-essential
ENSMUSG00000031529,Non-essential,NA
ENSMUSG00000055723,NA,Non-essential
ENSMUSG00000027583,Non-essential,NA
ENSMUSG00000020649,Essential,Essential
ENSMUSG00000026753,Non-essential,Essential
ENSMUSG00000028333,Non-essential,NA
ENSMUSG00000040506,Non-essential,Essential
ENSMUSG00000027469,Essential,NA
ENSMUSG00000032344,Non-essential,Non-essential
ENSMUSG00000028426,Non-essential,NA
ENSMUSG00000025162,Non-essential,Essential
ENSMUSG00000006930,Non-essential,Essential
ENSMUSG00000022637,Non-essential,Non-essential
ENSMUSG00000036202,Essential,Essential
ENSMUSG00000030353,NA,Essential
ENSMUSG00000045328,Essential,Essential
ENSMUSG00000038763,Non-essential,NA
ENSMUSG00000000628,Non-essential,Essential
ENSMUSG00000023110,Essential,Essential
ENSMUSG00000025408,Non-essential,Non-essential
ENSMUSG00000041629,Non-essential,Non-essential
ENSMUSG00000026409,Non-essential,Non-essential
