Gene,Essential OEG
WBGene00016148,Non-essential
WBGene00011061,Non-essential
WBGene00001872,Essential
WBGene00002065,Non-essential
WBGene00007956,Non-essential
WBGene00016611,Non-essential
WBGene00009542,Essential
WBGene00000506,Non-essential
WBGene00008547,Non-essential
WBGene00017165,Non-essential
WBGene00018071,Non-essential
WBGene00018660,Non-essential
WBGene00006707,Essential
WBGene00000496,Essential
WBGene00010067,Non-essential
WBGene00019819,Non-essential
WBGene00022678,Non-essential
WBGene00018330,Non-essential
WBGene00002228,Non-essential
WBGene00000906,Non-essential
WBGene00000880,Non-essential
WBGene00009004,Essential
WBGene00004380,Non-essential
WBGene00004214,Non-essential
WBGene00012124,Non-essential
WBGene00011110,Non-essential
WBGene00015843,Non-essential
WBGene00013543,Non-essential
WBGene00001231,Essential
WBGene00001932,Essential
WBGene00016195,Non-essential
WBGene00008410,Non-essential
WBGene00020480,Non-essential
WBGene00004421,Essential
WBGene00000187,Essential
WBGene00019584,Non-essential
WBGene00011887,Non-essential
WBGene00019710,Non-essential
WBGene00012204,Essential
WBGene00004266,Essential
WBGene00014152,Non-essential
WBGene00001237,Non-essential
WBGene00011412,Essential
WBGene00019495,Non-essential
WBGene00003964,Non-essential
WBGene00004821,Non-essential
WBGene00011767,Non-essential
WBGene00001154,Non-essential
WBGene00010097,Essential
WBGene00002044,Non-essential
WBGene00022672,Non-essential
WBGene00010485,Non-essential
WBGene00017746,Essential
WBGene00001486,Non-essential
WBGene00017800,Non-essential
WBGene00018932,Non-essential
WBGene00012822,Non-essential
WBGene00009264,Non-essential
WBGene00018995,Non-essential
WBGene00020316,Non-essential
WBGene00004456,Essential
WBGene00001228,Essential
WBGene00009002,Non-essential
WBGene00001938,Essential
WBGene00004479,Essential
WBGene00020716,Non-essential
WBGene00012354,Non-essential
WBGene00001443,Non-essential
WBGene00020463,Non-essential
WBGene00016960,Non-essential
WBGene00000841,Non-essential
WBGene00010905,Essential
WBGene00015734,Essential
WBGene00021103,Non-essential
WBGene00007616,Essential
WBGene00019766,Non-essential
WBGene00006769,Non-essential
WBGene00012977,Non-essential
WBGene00004452,Essential
WBGene00006911,Essential
WBGene00015702,Non-essential
WBGene00020822,Non-essential
WBGene00017459,Non-essential
WBGene00020006,Non-essential
WBGene00004807,Essential
WBGene00008225,Non-essential
WBGene00012489,Non-essential
WBGene00000157,Non-essential
WBGene00000182,Essential
WBGene00016607,Non-essential
WBGene00004788,Essential
WBGene00009691,Non-essential
WBGene00019859,Non-essential
WBGene00001937,Essential
WBGene00010572,Non-essential
WBGene00009738,Non-essential
WBGene00016616,Non-essential
WBGene00016154,Non-essential
WBGene00004092,Non-essential
WBGene00004477,Essential
WBGene00018339,Non-essential
WBGene00006061,Non-essential
WBGene00011320,Non-essential
WBGene00008789,Non-essential
WBGene00015338,Non-essential
WBGene00004442,Non-essential
WBGene00002058,Non-essential
WBGene00016015,Essential
WBGene00017075,Essential
WBGene00022865,Non-essential
WBGene00011687,Essential
WBGene00000888,Non-essential
WBGene00002363,Essential
WBGene00003644,Non-essential
WBGene00006606,Non-essential
WBGene00018812,Non-essential
WBGene00021973,Non-essential
WBGene00018901,Non-essential
WBGene00008879,Non-essential
WBGene00001020,Non-essential
WBGene00017757,Non-essential
WBGene00015852,Non-essential
WBGene00016376,Non-essential
WBGene00008458,Non-essential
WBGene00008750,Non-essential
WBGene00008654,Non-essential
WBGene00010787,Non-essential
WBGene00016142,Essential
WBGene00007022,Non-essential
WBGene00004468,Non-essential
WBGene00000203,Non-essential
WBGene00007128,Non-essential
WBGene00009092,Non-essential
WBGene00004495,Essential
WBGene00001912,Essential
WBGene00000480,Non-essential
WBGene00011684,Non-essential
WBGene00018015,Non-essential
WBGene00020499,Essential
WBGene00019947,Non-essential
WBGene00009119,Non-essential
WBGene00012326,Non-essential
WBGene00020052,Non-essential
WBGene00017025,Non-essential
WBGene00015462,Non-essential
WBGene00003976,Non-essential
WBGene00000184,Non-essential
WBGene00012983,Non-essential
WBGene00019333,Non-essential
WBGene00004496,Essential
WBGene00007836,Non-essential
WBGene00015516,Non-essential
WBGene00014111,Essential
WBGene00019977,Non-essential
WBGene00020831,Non-essential
WBGene00002989,Non-essential
WBGene00012315,Non-essential
WBGene00008000,Non-essential
WBGene00006716,Non-essential
WBGene00020868,Essential
WBGene00017016,Essential
WBGene00018354,Non-essential
WBGene00014112,Essential
WBGene00006773,Essential
WBGene00007849,Non-essential
WBGene00010479,Non-essential
WBGene00019757,Non-essential
WBGene00016652,Non-essential
WBGene00006728,Essential
WBGene00020993,Non-essential
WBGene00004354,Non-essential
WBGene00001031,Non-essential
WBGene00012276,Non-essential
WBGene00001913,Non-essential
WBGene00006862,Non-essential
WBGene00016313,Non-essential
WBGene00011333,Non-essential
WBGene00015075,Non-essential
WBGene00004823,Non-essential
WBGene00001399,Non-essential
WBGene00016935,Non-essential
WBGene00015499,Essential
WBGene00019815,Non-essential
WBGene00013202,Non-essential
WBGene00017919,Non-essential
WBGene00011520,Non-essential
WBGene00016261,Non-essential
WBGene00022817,Non-essential
WBGene00010924,Non-essential
WBGene00003079,Non-essential
WBGene00020111,Non-essential
WBGene00006352,Essential
WBGene00009661,Essential
WBGene00002344,Essential
WBGene00018017,Non-essential
WBGene00000414,Non-essential
WBGene00014219,Non-essential
WBGene00009232,Non-essential
WBGene00011410,Non-essential
WBGene00010333,Essential
WBGene00018635,Non-essential
WBGene00011143,Essential
WBGene00008527,Non-essential
WBGene00012479,Non-essential
WBGene00000433,Non-essential
WBGene00001555,Non-essential
WBGene00022694,Non-essential
WBGene00010195,Non-essential
WBGene00001338,Non-essential
WBGene00007742,Non-essential
WBGene00021057,Non-essential
WBGene00018159,Non-essential
WBGene00019544,Non-essential
WBGene00011834,Non-essential
WBGene00012864,Non-essential
WBGene00003009,Essential
WBGene00016501,Non-essential
WBGene00007018,Non-essential
WBGene00013030,Non-essential
WBGene00011636,Non-essential
WBGene00019867,Non-essential
WBGene00010808,Non-essential
WBGene00011589,Non-essential
WBGene00004087,Essential
WBGene00002980,Non-essential
WBGene00016291,Essential
WBGene00004083,Non-essential
WBGene00003701,Non-essential
WBGene00006568,Non-essential
WBGene00006713,Non-essential
WBGene00010896,Essential
WBGene00014193,Essential
WBGene00015513,Essential
WBGene00016128,Non-essential
WBGene00001916,Essential
WBGene00012578,Non-essential
WBGene00003396,Non-essential
WBGene00006503,Non-essential
WBGene00022562,Non-essential
WBGene00017178,Non-essential
WBGene00003587,Non-essential
WBGene00019778,Non-essential
WBGene00001150,Non-essential
WBGene00044065,Non-essential
WBGene00009173,Non-essential
WBGene00017026,Non-essential
WBGene00007921,Non-essential
WBGene00010507,Non-essential
WBGene00016202,Essential
WBGene00020088,Non-essential
WBGene00012858,Non-essential
WBGene00018349,Non-essential
WBGene00014148,Non-essential
WBGene00012824,Non-essential
WBGene00009132,Non-essential
WBGene00015168,Non-essential
WBGene00009262,Non-essential
WBGene00020090,Non-essential
WBGene00003412,Non-essential
WBGene00017992,Non-essential
WBGene00022734,Non-essential
WBGene00016601,Non-essential
WBGene00006533,Non-essential
WBGene00019629,Non-essential
WBGene00007584,Non-essential
WBGene00007680,Non-essential
WBGene00020950,Essential
WBGene00010768,Non-essential
WBGene00007529,Non-essential
WBGene00020385,Non-essential
WBGene00015743,Non-essential
WBGene00020166,Non-essential
WBGene00015133,Essential
WBGene00001856,Non-essential
WBGene00013719,Non-essential
WBGene00021038,Non-essential
WBGene00010159,Non-essential
WBGene00004402,Non-essential
WBGene00008035,Non-essential
WBGene00022499,Non-essential
WBGene00001590,Non-essential
WBGene00003409,Non-essential
WBGene00009636,Non-essential
WBGene00019782,Non-essential
WBGene00000419,Non-essential
WBGene00000896,Essential
WBGene00006601,Non-essential
WBGene00001906,Essential
WBGene00010498,Non-essential
WBGene00019136,Non-essential
WBGene00012835,Non-essential
WBGene00012950,Essential
WBGene00020437,Essential
WBGene00015463,Non-essential
WBGene00017799,Non-essential
WBGene00001095,Non-essential
WBGene00017078,Non-essential
WBGene00011966,Non-essential
WBGene00013236,Essential
WBGene00006566,Non-essential
WBGene00009918,Non-essential
WBGene00016318,Non-essential
WBGene00007684,Essential
WBGene00008565,Non-essential
WBGene00004432,Essential
WBGene00016236,Non-essential
WBGene00020625,Non-essential
WBGene00000293,Essential
WBGene00020827,Non-essential
WBGene00001854,Non-essential
WBGene00002982,Non-essential
WBGene00010436,Non-essential
WBGene00007621,Non-essential
WBGene00016558,Non-essential
WBGene00007513,Non-essential
WBGene00001022,Non-essential
WBGene00022599,Non-essential
WBGene00022851,Essential
WBGene00020951,Non-essential
WBGene00004808,Essential
WBGene00012888,Essential
WBGene00015205,Essential
WBGene00010621,Non-essential
WBGene00016586,Non-essential
WBGene00000292,Essential
WBGene00008148,Non-essential
WBGene00000116,Non-essential
WBGene00008165,Non-essential
WBGene00001405,Non-essential
WBGene00006515,Essential
WBGene00008447,Non-essential
WBGene00011155,Non-essential
WBGene00019814,Non-essential
WBGene00002227,Non-essential
WBGene00001941,Essential
WBGene00019620,Non-essential
WBGene00000250,Non-essential
WBGene00017317,Non-essential
WBGene00006776,Non-essential
WBGene00003579,Non-essential
WBGene00006394,Non-essential
WBGene00008681,Non-essential
WBGene00009247,Non-essential
WBGene00018431,Non-essential
WBGene00000388,Non-essential
WBGene00020196,Non-essential
WBGene00011407,Non-essential
WBGene00015405,Non-essential
WBGene00018341,Non-essential
WBGene00018996,Non-essential
WBGene00006638,Non-essential
WBGene00000134,Non-essential
WBGene00007555,Non-essential
WBGene00019858,Non-essential
WBGene00009648,Non-essential
WBGene00007089,Non-essential
WBGene00018703,Non-essential
WBGene00017135,Non-essential
WBGene00003033,Non-essential
WBGene00004793,Non-essential
WBGene00011791,Non-essential
WBGene00008586,Non-essential
WBGene00008671,Non-essential
WBGene00008976,Non-essential
WBGene00016317,Non-essential
WBGene00004287,Non-essential
WBGene00010897,Non-essential
WBGene00012449,Non-essential
WBGene00014123,Non-essential
WBGene00010851,Non-essential
WBGene00004476,Essential
WBGene00015055,Non-essential
WBGene00001888,Essential
WBGene00013492,Non-essential
WBGene00018327,Non-essential
WBGene00006718,Non-essential
WBGene00012481,Non-essential
WBGene00012179,Essential
WBGene00020466,Non-essential
WBGene00003408,Non-essential
WBGene00004307,Non-essential
WBGene00003883,Non-essential
WBGene00015777,Non-essential
WBGene00009254,Non-essential
WBGene00006840,Non-essential
WBGene00004449,Essential
WBGene00019726,Non-essential
WBGene00011147,Non-essential
WBGene00015282,Non-essential
WBGene00019055,Non-essential
WBGene00010425,Essential
WBGene00003047,Essential
WBGene00010038,Non-essential
WBGene00009937,Non-essential
WBGene00017263,Non-essential
WBGene00017394,Non-essential
WBGene00000424,Non-essential
WBGene00007101,Non-essential
WBGene00002051,Non-essential
WBGene00006373,Essential
WBGene00021002,Non-essential
WBGene00017990,Non-essential
WBGene00003377,Non-essential
WBGene00010480,Non-essential
WBGene00006385,Non-essential
WBGene00010923,Non-essential
WBGene00011367,Essential
WBGene00044318,Non-essential
WBGene00002694,Essential
WBGene00020399,Non-essential
WBGene00004075,Essential
WBGene00008005,Non-essential
WBGene00004927,Non-essential
WBGene00016367,Non-essential
WBGene00002348,Non-essential
WBGene00016393,Essential
WBGene00015658,Non-essential
WBGene00004309,Non-essential
WBGene00018835,Non-essential
WBGene00000020,Non-essential
WBGene00010423,Non-essential
WBGene00001876,Essential
WBGene00004271,Essential
WBGene00000181,Non-essential
WBGene00016135,Non-essential
WBGene00017177,Non-essential
WBGene00011613,Non-essential
WBGene00012243,Non-essential
WBGene00008147,Essential
WBGene00018131,Non-essential
WBGene00005019,Non-essential
WBGene00019820,Non-essential
WBGene00010093,Essential
WBGene00000511,Non-essential
WBGene00008821,Non-essential
WBGene00000484,Non-essential
WBGene00003970,Non-essential
WBGene00012405,Non-essential
WBGene00022812,Non-essential
WBGene00000777,Non-essential
WBGene00016409,Non-essential
WBGene00007021,Non-essential
WBGene00016621,Non-essential
WBGene00008418,Non-essential
WBGene00007476,Non-essential
WBGene00002062,Non-essential
WBGene00004439,Essential
WBGene00000183,Essential
WBGene00008380,Essential
WBGene00004745,Non-essential
WBGene00001911,Non-essential
WBGene00001435,Non-essential
WBGene00004493,Essential
WBGene00011821,Non-essential
WBGene00016564,Non-essential
WBGene00011517,Non-essential
WBGene00000965,Non-essential
WBGene00001603,Non-essential
WBGene00012976,Non-essential
WBGene00008925,Non-essential
WBGene00004001,Non-essential
WBGene00018020,Non-essential
WBGene00004437,Non-essential
WBGene00012298,Non-essential
WBGene00004433,Essential
WBGene00004317,Non-essential
WBGene00009565,Non-essential
WBGene00020866,Essential
WBGene00018099,Non-essential
WBGene00015694,Non-essential
WBGene00012469,Non-essential
WBGene00003209,Essential
WBGene00008805,Non-essential
WBGene00020705,Essential
WBGene00011408,Essential
WBGene00001025,Non-essential
WBGene00009921,Non-essential
WBGene00007385,Essential
WBGene00013244,Non-essential
WBGene00019503,Non-essential
WBGene00044001,Essential
WBGene00001890,Essential
WBGene00001813,Non-essential
WBGene00001907,Essential
WBGene00009161,Non-essential
WBGene00012272,Non-essential
WBGene00015191,Non-essential
WBGene00010840,Non-essential
WBGene00001133,Non-essential
WBGene00009319,Non-essential
WBGene00015413,Essential
WBGene00016238,Non-essential
WBGene00010556,Essential
WBGene00007187,Non-essential
WBGene00009445,Non-essential
WBGene00000490,Non-essential
WBGene00015184,Non-essential
WBGene00004381,Non-essential
WBGene00001773,Non-essential
WBGene00004034,Essential
WBGene00001579,Essential
WBGene00015217,Non-essential
WBGene00009443,Non-essential
WBGene00009138,Non-essential
WBGene00009145,Non-essential
WBGene00001995,Non-essential
WBGene00010416,Non-essential
WBGene00018743,Non-essential
WBGene00013218,Non-essential
WBGene00020947,Non-essential
WBGene00001933,Essential
WBGene00012167,Non-essential
WBGene00022853,Non-essential
WBGene00020354,Non-essential
WBGene00007953,Non-essential
WBGene00016383,Non-essential
WBGene00020215,Essential
WBGene00003168,Non-essential
WBGene00007312,Non-essential
WBGene00016057,Non-essential
WBGene00010725,Non-essential
WBGene00001887,Essential
WBGene00010094,Essential
WBGene00008429,Non-essential
WBGene00016341,Non-essential
WBGene00004947,Non-essential
WBGene00017282,Essential
WBGene00001429,Non-essential
WBGene00019963,Non-essential
WBGene00000988,Non-essential
WBGene00015329,Non-essential
WBGene00014230,Non-essential
WBGene00002210,Non-essential
WBGene00004101,Non-essential
WBGene00012885,Non-essential
WBGene00020320,Non-essential
WBGene00007942,Non-essential
WBGene00012002,Non-essential
WBGene00006351,Non-essential
WBGene00001243,Non-essential
WBGene00019298,Non-essential
WBGene00007065,Non-essential
WBGene00017720,Non-essential
WBGene00003715,Non-essential
WBGene00008236,Non-essential
WBGene00003934,Essential
WBGene00018266,Non-essential
WBGene00006479,Non-essential
WBGene00006402,Non-essential
WBGene00003776,Essential
WBGene00009106,Non-essential
WBGene00020427,Non-essential
WBGene00020146,Non-essential
WBGene00020511,Non-essential
WBGene00013216,Non-essential
WBGene00010677,Non-essential
WBGene00007137,Non-essential
WBGene00003175,Non-essential
WBGene00007624,Non-essential
WBGene00007772,Non-essential
WBGene00000869,Essential
WBGene00020779,Non-essential
WBGene00009285,Non-essential
WBGene00010351,Essential
WBGene00019892,Non-essential
WBGene00010664,Non-essential
WBGene00017610,Non-essential
WBGene00008535,Non-essential
