	Q96RS6	Q96K31	Q6KF10	Q8TAT2	Q9H0F6	Q99575	Q13630	Q9NX95	P34981
P49768	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q69YN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96SE0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WVP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96FT7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96KD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTY7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGE5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P0S3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q49AR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N3C7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51449	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40926	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86TU7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z6J9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09603	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86SG7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q63ZE4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HB15	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H267	NA	NA	NA	NA	NA	NA	NA	NA	NA
P59551	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07237	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43592	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1C0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P9B9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31639	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVW2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P5S2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UXL0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13253	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUF8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5XPI4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5GH76	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NM76	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23743	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H228	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86SX6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZZ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IVU9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NSD7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNW8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P98175	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BVI4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q63HM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BQ83	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5B6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1K4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWU9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TKA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIJ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P58418	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NDV1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48539	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15524	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35606	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRC8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IS24	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43603	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YQ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IU99	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16401	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6PK18	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YG4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14543	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6GMV3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48357	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P1J6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T1V6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYP9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96MG7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86WW8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UI09	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75438	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99666	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13516	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z412	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50539	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96GW7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYN6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q53RD9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZNC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NA77	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NS66	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96B77	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q53GT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14CZ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P57055	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14652	NA	NA	NA	NA	NA	NA	NA	NA	NA
P26641	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q07343	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75094	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20382	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47895	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02388	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N1M1	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTS6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14728	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P9F7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZN44	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15776	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51800	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N8F6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5Y4	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJV1	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43155	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C091	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NWS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6ND01	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5Z0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BYD9	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01242	NA	NA	NA	NA	NA	NA	NA	NA	NA
P41226	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q0VG06	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IMI6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NY65	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WVK7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZV8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13330	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00167	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20592	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BV57	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34897	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z7N9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q01718	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5HY92	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75676	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15440	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z4G4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2Z9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N7F7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTR8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P38405	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NML5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGX3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4G0S4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZS82	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6B0I6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95180	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86W10	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BY64	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y615	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZMZ3	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00423	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00629	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4AC94	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96R67	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NHC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULJ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13356	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NEN9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z418	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z4K8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5T5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NE00	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00408	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23467	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NLU5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86XR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96H40	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IR7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86X19	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07900	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z601	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75333	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y365	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVH6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75533	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86VW2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08263	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5MJ70	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86TV6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75469	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86X02	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29274	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7RTN6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P61966	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N428	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00291	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15061	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68363	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49450	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NUM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13506	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28329	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14138	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86WD7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13523	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L2Z9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TCC7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NP50	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UH90	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NPH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6Q759	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WVB3	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14753	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T2T1	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34969	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WTR4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQZ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05516	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N7C4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TB72	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H116	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6TCH4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZJ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P22314	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UQ53	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13277	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16851	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3V6T2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16385	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZSB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UL15	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7LDG7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L1W4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PM9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UJ14	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68104	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1A4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6W0C5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H841	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4G0X4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14924	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86XD8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BV44	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q02161	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2G5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZUJ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14531	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35523	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14739	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30613	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NPI7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NA42	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13530	NA	NA	NA	NA	NA	NA	NA	NA	NA
P80370	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZU5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92993	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08357	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14697	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15164	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZTQ3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68J44	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NWD8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21397	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94910	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46976	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZU64	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y210	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HB63	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54855	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q49MI3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68DY9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q05397	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BUV8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IW36	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43567	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A57	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NXG6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q00973	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZVX9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1R2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96EV8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A54	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09651	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NBJ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4VNC0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13625	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6VB84	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75390	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NDZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14773	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43889	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUA7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08050	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NS93	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96B45	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75110	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96C36	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IW35	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5N1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96G28	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15355	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13393	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08185	NA	NA	NA	NA	NA	NA	NA	NA	NA
P53803	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08462	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23497	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8MQT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23458	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q66K66	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2G7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32314	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95819	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5XKL5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52294	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H213	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13535	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HAW8	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NMK7	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00222	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A56	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N6Y2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y324	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZN17	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43354	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WVZ7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14201	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96NM4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15503	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q494V2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2U2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96D42	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N1E6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZPD9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZR37	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5D0E6	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NR82	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05090	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UGV2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UC07	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q68D42	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15162	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N357	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23769	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5M9Q1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13614	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08237	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99594	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00144	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95153	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NX58	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PD5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULH4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4KWH8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60522	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UF11	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13131	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NP55	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H7Z3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99627	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6PVS8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15906	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5Z0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UQD0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4L180	NA	NA	NA	NA	NA	NA	NA	NA	NA
A2RUC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YB8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2TB90	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6S9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06241	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NXB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60656	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q75T13	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49189	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T9L3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q06546	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43847	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UW68	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q70HW3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BTA9	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NMS3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z628	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z6B7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54132	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UWU4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23276	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGV7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5XXA6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6PF18	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0MZ66	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VTB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P56159	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TAA9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBM7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86W33	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46098	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L804	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P4A7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H6A9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07949	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P84157	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13901	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UJ42	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y3B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C037	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15621	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQ90	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2Y5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDX5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TC36	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q12789	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N0S6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PZ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96SN7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z698	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5D8V7	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15254	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96DR7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZMW3	NA	NA	NA	NA	NA	NA	NA	NA	NA
